incidnet_id ,status,service,title,improvement_possible,recognition_type,incident_grade,propagation_grade,occurred_at,ended_at,root_cause_L1,root_cause_L2,action_summary,cause_type_L1,cause_type_L2,cause_type_L3
INM24081630428,종료,고객센터상담관리,고객센터상담부가 서버(gp-rtp-vas-05)에서 Ping Status 이벤트 발생,,,,이상징후,2016-08-24 03:14:00,2016-08-24 03:14:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
03:14 gp-rtp-vas-05 Ping Status 이벤트 발생
03:30 IO/AO 서비스 점검 결과 특이 사항 없음.
03:49 [이상징후 발생/해소 공지]
1. 서비스명 : 고객센터상담부가
 - 발생시간 : 08/16 03:14
 - 해소시간 : 08/16 03:14
2. 영향도 : 다중화로 서비스 영향 없음
3. 현상 : 고객센터상담부가 서버(gp-rtp-vas-05)에서 Ping Status 이벤트 발생
4. 공지사항 : 운영부서(ktds DX인프라팀) 확인결과 다중화로 서비스 특이사항 없으며, 후속 조치 예정입니다.
5. 문의처 : IT통합관제센터(02-3679-9995)
[KT IT통합관제센터]",Infra,서버,시스템 Board
INM24081630429,종료,KTAICC,VBGW서버 레지 다운 현상으로 인하여 보이스봇 연결불가 발생,,,,이상징후,2016-08-24 09:38:00,2016-08-24 09:00:00,인적원인,업무 완결성 부족,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24081630431,종료,KOS-CRM(B2C),AB캠페인 웰컴 가이드 안내 문자 문구 내 잔여할부금 항목이 현재 잔여금과 상이한 현상,개선불가,VOC접수,,이상징후,2016-08-24 13:44:00,2016-08-24 13:44:00,환경원인,외부귀책,"- 8월 16일 오전 10시 : 사업부서에서 기획한 7월 말 기준 잔여단말할부금이 기재된 메세지 발송
- 8월 16일 오전 11시 33분 : 관련 VOC 등록
- 8월 16일 오후 1시 20분 : 해당 VOC 타 시스템에서 접수
- 8월 16일 오후 1시 30분 : 해당 VOC 이관 받음
- 8월 16일 오후 1시 35분 : 잔여단말할부금 데이터 수집처에 데이터 확인 문의
- 8월 16일 오후 1시 44분 : 이상징후 발생 공지
- 8월 16일 오후 1시 50분 : 이상징후 발생 사실 전달 받음
- 8월 16일 오후 2시 00분 : 캠페인 기획 사업부서에 연락하여 캠페인 기획 의도 확인 받음
- 8월 16일 오후 2시 10분 : VOC 관련 메세지 정상 발송 및 사업부서 확인 사실 상황창에 공유
- 8월 16일 오후 2시 20분 : VOC 대응 방안 협의
- 8월 16일 오후 2시 38분 : 이상징후 해소시간 13시 44분으로 공지",AP 운영,운용,환경
INM24081630432,종료,KOS-CRM(B2C),B-MON관제에서 SMS-Online 오류 발생,,,,이상징후,2016-08-24 16:40:00,2016-08-24 16:44:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 :
  POD 부하 발생 후 자동 재 기동 하여 해소함",AP 운영,운용,환경
INM24081730435,종료,KOS-CRM(B2C),KOS-CRM공통 서버(csblom15)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2017-08-24 12:51:00,2017-08-24 12:51:00,Infra원인,Infra H/W결함,bss-4s0615c12 cnode 기동 후 csblom15 점검결과 /tools영역 파일시스템이 깨져서 KTC 백업 담당자에 요청하여 복구 진행,Infra,서버,Cloud C/S-Node
INM24081730436,종료,MVNE플랫폼,MVSE 서버(MVNOAP1)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2017-08-24 20:03:00,2017-08-24 20:15:00,Infra원인,Infra S/W결함,"20:03  MVSE 서버(MVNOAP1)에서 ICMP Ping 체크 불가 이벤트 발생(LOOKS)
20:03  상황SA근무자(KOS-OS) 이벤트발생 OS 점검요청
20:04  상황SA근무자(KOS-MW) 추가이벤트발생(jboss)으로 MW 점검요청
20:05  AO담당자(황우진,이영효) 서비스영향파악차 연락드렸으나 부재로 재차요청
20:06  MVNOAP1 서버 재기동으로 이벤트 발생 확인(KOS-OS)
20:07  컨퍼런스콜 개설
20:09  이상징후 발생 공지 SMS발송
20:12  JBOSS 내려가서  기동중(상황근무자)
20:13  이중화로 서비스 영향 없음(고객개발팀)
20:14  동일 서버(AP1)에서 OOM 이벤트 추가발생하였으나, 기동후 발생영향 확인
20:15  MW 기동 완료(고객인프라팀)
20:16  AP1번  ONLINE서비스 재기동중(고객인프라팀)
20:16  AP2에서  서비스 정상확인(고객개발팀)
20:22  [완료]이상징후 해소공지 SMS 발송(AP1번 ONLINE 서비스 기동은 AP에서 추가 확인)
20:23  컨콜 종료 후 AP1서버 재기동 후 서비스점검차 상황창 개설
20:30  MVNOAP1 재기동 후 AP(나진혁) 최종 서비스 정상확인 후 상황창 종료",Infra,서버 S/W,OS
INM24081830438,종료,KT 테이블오더,KT 테이블오더 서버(p-hiord-pk1-db02)에서 DB부하 이벤트 발생,,,,이상징후,2018-08-24 10:26:00,2018-08-24 10:31:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra,서버,기타
INM24081930442,종료,정보료한도관리,정보료한도관리 등 3종 다수 장비에서 스토리지 관련(SCSI error) 이벤트 발생,,,,이상징후,2019-08-24 08:53:00,2019-08-24 08:58:00,Infra원인,Infra H/W결함,"O 정보료한도관리,SoIP-HDS인증,빅데이터인텔리젼스플랫폼 서비스 rmDB01/02,HDS-AUTHDB1/2 서버에서 스토리지 관련(SCSI error) 이벤트 발생 이상징후 조치내역
- 08:53 스토리지 SCSI error 이벤트 발생
- 08:59 서버 점검시 스토리지 연동 볼륨 및 multipath 정상 확인
- 09:04 DB 정상 확인
- 09:10 서비스 점검 결과 정상 확인",Infra,서버,Storage
INM24081930443,종료,KTAICC,서버(prd-mgrwas01)에서 mgr11 OutOFMemory 이벤트 발생,,,,이상징후,2019-08-24 09:34:00,2019-08-24 10:03:00,인적원인,업무 이해도 부족,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,운용 오류
INM24081930444,종료,KTAICC,AP서버(prd-mgrwas01) mgr11 Full gc 이벤트 발생,,,,이상징후,2019-08-24 10:30:00,2019-08-24 10:39:00,인적원인,업무 이해도 부족,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,운용 오류
INM24081930445,종료,케이티 커뮤니즈,AWS 쿠버네티스 1개 Node의 구성요소(Kubelet) 비정상 종료,개선가능,AO부서,,이상징후,2019-08-24 11:35:00,2019-08-24 11:50:00,Infra원인,Infra S/W결함,"24/08/19 05:04   EKS Node 1대 Failed 발생
24/08/19 05:17   Communis-prd-apigw-ingress 502 Error 경보 1건 발생
24/08/19 05:40   Communis 서비스 이상 유무 체크 : 특이사항 없음(인증플랫폼팀 조훈영 차장, Cloud매니지드팀 이정운대리)
24/08/19 11:03   AWS Support Case Open
24/08/19 11:50   EKS Node 1대 Failed 조치, EKS 신규 Node 1대 생성하여 비정상 Node 에서 Pod 를 신규 Node로 이동
24/08/19 12:10   비정상 원인 분석을 위한 로그 수집 시도
24/08/19 16:29   EKS Node 1대 Terminated 발생으로 삭제
24/08/19 17:00   비정상 원인 분석(원인: EKS Add-on Servcie 중 EFS CSI Driver 좀비 프로세스 발생 문제)",Infra,서버 S/W,Driver
INM24081930446,종료,ERP,대외연동인프라 VAN사 간헐적 연동 지연 현상 발생,개선가능,,,이상징후,2019-08-24 11:39:00,2019-08-24 12:02:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
11:39 서버 4대 중 1대 ks-net adapter에서 전문 미수신 현상 인지
11:39 대외연동인프라 에 따른 상황창 개설
11:44 이상징후 발생공지 발송
11:46 AP 서비스 영향도 확인 (정다운K)
11:48 AP VAN사 데몬 중지
12:02 AP VAN사 데몬 기동
12:04 데몬 기동 후 AP 서비스 점검 (정상)
12:06 이상징후 해소공지 발송",AP 운영,운용,환경
INM24082030447,종료,BI신용평가정보서비스,외부사 (k-deal) 측 트래픽 미인입 이벤트 발생,,,,이상징후,2020-08-24 09:37:00,2020-08-24 10:11:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : BI신용평가정보서비스에서는 조치사항 없으며, 당일인 8월20일 오후5시경 K-Deal 측 오류수정 조치완료로 완전 해소됨",AP 운영,운용,환경
INM24082030448,등록,채용접수,채용접수 페이지(recruit.kt.com) URL 접속 불가 현상,,,,3등급,2020-08-24 09:33:00,2020-08-24 12:58:00,,,,,,
INM24082030450,종료,비대면 교육 플랫폼,서버(PRD-edu-BO-WAS-01)에서  01bo인스턴스에서 /api/imgUrl 시그널 에러 발생,,,,이상징후,2020-08-24 15:44:00,2020-08-24 15:44:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : 이미지 생성 조치
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24082030452,종료,ICIS,ICIS-계산 서버(cdps02) ICMP Ping 체크  불가 이벤트 발생,,,,이상징후,2020-08-24 21:29:00,2020-08-24 21:45:00,Infra원인,Infra H/W결함,"- 21:29 cdps ICMP PING 이벤트 발생
- 21:29 인시던트 공지 발송 및 컨콜 개설
- 21:31 사업 부서 안내 진행(긴급 X)
- 21:35 I/O 확인 결과, 서버 콘솔 확인 시 서버 업타임 정상으로 강제 절체
- 21:38 cdps 서버 강제 절체 수행
- 21:40 cdps02 -> cdps 강제 절체 후 점검 완료
- 13:45 서비스 배치 데몬 기동, 이상징후 해소, 컨콜 종료",Infra,서버,NIC
INM24082130454,종료,글로벌커넥티드카,L3-GTMGW01서버 NDTMS D사 Session Down 이벤트 발생,,,,이상징후,2021-08-24 09:03:00,2021-08-24 09:03:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
 - 09:00 NDTMS 10130 Session Down 오류 문구 확인
 - 09:05 서비스 점검 시 L3-GTMGW01 서버 BTMS01 세션 연결 상태 비정상
 - 09:15 이상징후 발생/해소 공지 발송 후 모니터링 진행
 - 18:29 서비스정상 확인
 - 18:33 L3-GTMGW01서버 NDTMS 10130 Session Down : 0 이벤트 발생 및 해소 알람 발생(통합관제)
O 자연해소 후 서비스 정상화",AP 운영,운용,환경
INM24082130456,종료,전사방화벽통합관리시스템,"모바일KATE 통합승인 서버 오류 및 인스턴스(intapi11, 21) 지연 현상 발생",,,,이상징후,2021-08-24 11:32:00,2021-08-24 12:19:00,보안원인,정보 유출,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
11:32 모바일 KATE - 전사방화벽통합관리시스템 승인 지연 및 오류 발생
11:42 이상징후 발생 공지
11:44 관제센터 인프라 점검 요청
11:48 MW점검 결과 특이사항 없음, AP 담당자 초대  및 AP 서비스 점검 요청
11:53 AP 담당자 확인결과, 전일 KT 정보보안단 사내 보안 취약점 강화를 위해 방화벽 포탈 시스템 관리자 페이지(api.fwop.kt.co.kr) URL 정책 차단으로 통합승인시스템을 통한 방화벽 결재검토(승인/반려)처리에 대한 Timeout 발생
11:55 통합승인 시스템 및 전사방화벽통합관리시스템 서비스 영향 없으며, 방화벽 신청 접수 시 모바일KATE(핸드폰)를 통한 결재 처리  불가 W/A 적용으로 PC를 통한 결재 처리 되도록 서비스 제공
12:00 모바일 KATE 통한 업무처리를 위한 W/A 팝업 공지 처리 할 수 없는 관계로 방화벽 정책 차단 원복 조치 방안 의사결정
12:19 KT 정보보안단 사내 보안 취약점 강화를 위한 차단 정책 원복 후 서비스 정상 확인",Infra,네트워크,방화벽
INM24082130459,종료,네트워크설비운영관제,목동 - M2/현대캐피탈 딜카 외 다수 회선 순단 발생,,,,이상징후,2021-08-24 16:50:00,2021-08-24 16:50:00,환경원인,외부귀책,"[08/21]
16:50 목동 - M2/현대캐피탈 딜카 외 다수 회선 순단 발생
16:53 IT통합관제 확인요청
16:58 기관측담당자확인요청 , 전송담당자 확인요청
17:00 이상징후 발생 공지 발송
17:05 기관측 작업 없음 확인완료
17:09 서비스 담당자 서비스 확인요청
17:19 서비스 점검 결과 서비스 영향없음 확인
17:21 이상징후 해소 공지 발송",Infra,네트워크,기타
INM24082130460,등록,KT AICC 공공지자체,[장애 종료 공지] 콜인프라 레지정보 확인 실패로 공공지자체 보이스봇 콜 연결불가,,,,3등급,2021-08-24 16:02:00,2021-08-24 17:04:00,,,,,,
INM24082130461,종료,KOS-CRM(B2C),KOS-CRM공통 서버(csblom14) 에서 접근 불가 이벤트 발생,,,,이상징후,2021-08-24 22:32:00,2021-08-24 22:32:00,Infra원인,Infra H/W결함,KTC 담당자에게 요청하여 csblom14 강제 재기동 후 점검 결과 특이사항 없음,Infra,서버,Cloud C/S-Node
INM24082230462,종료,KOS-CRM(B2C),KOS-CRM공통 서버(csblom16) 에서 접근 불가 이벤트 발생,,,,이상징후,2022-08-24 00:13:00,2022-08-24 00:31:00,Infra원인,Infra S/W결함,"24/8/22  00:13 csblom16 ping fail 발생
24/8/22  00:21 이상징후 메시지 전송
24/8/22  00:27 KOS-MW 컨콜 초대
24/8/22  00:28 VOC 발생으로 인해 ESB B2C 4 도메인 긴급 차단 요청
24/8/22  00:31 ESB B2C 4 도메인 긴급 차단(KOS-MW)
24/8/22  01:00 csblom16 장비 강제 재기동 완료
24/8/22  01:12 csblom16 OS 재기동되어 OS 점검 시작
24/8/22  01:23 csblom16 OS 특이사항 없음(김성욱),csblom16 SIEBEL 기동 진행(안용섭)
24/8/22  01:38 csblom16 시블 기동 완료, 4번 도메인 오픈 진행(KOS-MW)
24/8/22  01:39 4번 도메인 오픈 완료 및 모니터링
24/8/22  01:44 컨콜 종료",Infra,서버,Cloud C/S-Node
INM24082230463,종료,글로벌커넥티드카,L3-GTMGW01서버 NDTMS D사 Session Down 이벤트 발생,,,,이상징후,2022-08-24 10:18:00,2022-08-24 10:18:00,환경원인,자연해소,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
 - 10:18 NDTMS 10130 Session Down 오류 문구 확인
 - 10:21 서비스 점검 시 L3-GTMGW01 서버 BTMS01 세션 연결 상태 비정상 확인
 - 10:26 이상징후 발생/해소 공지 발송 후 모니터링 진행
 - 11:33 서비스정상 확인
 - 11:37 L3-GTMGW01서버 NDTMS 10130 Session Down : 0 이벤트 해소 알람 확인
O 자연해소 후 서비스 정상화",AP 운영,운용,환경
INM24082230464,종료,벨링콘텐츠,벨링콘텐츠 서버 (BD-F3-BRIWAS-02) ICMP Ping 체크  불가 이벤트 발생,,,,이상징후,2022-08-24 12:23:00,2022-08-24 12:23:00,Infra원인,Infra H/W결함,"12:23 BD-F3-BRIWAS-02 ICMP Ping 체크 불가 이벤트 발생 (관제툴 : Looks)
12:26 상황창 개설
12:27 BD-F3-BRIWAS-02 장비 재기동 진행 확인
12:29 서비스 점검 결과 현재 정상으로 확인 (모빌리티플랫폼팀)
12:30 IO 점검 진행 및 정상 확인(플랫폼인프라팀)
12:32 서비스 영향도 : WAS 이중화로 서비스 영향 없음 확인 (모빌리티플랫폼팀)
12:36 [완료]이상징후 해소 공지 발송",Infra,서버,NIC
INM24082230466,종료,BSS-IoT,IoT영업전산-2 AP서버(nbap02) 트래픽 증가로 인한 인스턴스(iotprov21) 스레드 Full 현상 발생,개선가능,AO부서,,이상징후,2022-08-24 15:46:00,2022-08-24 15:46:00,환경원인,사용량 과부하,"ㅇ 24/08/22 15:45:00 한전 대량 개통으로 인한 IPROV 부하 모니터링 감지
ㅇ 24/08/22 15:46:00 안정화 차원 인스턴스 재기동 요청으로 이상징후 공지
ㅇ 24/08/22 15:46:00 서비스 점검 및 이상징후 해소",AP 운영,점검,환경
INM24082230467,종료,API Link 플랫폼,요금제 변경 가능하나 외부사(CU) 장애 복구 전까지 SMS 미전송 및 제휴인증코드 전송 불가,,,,이상징후,2022-08-24 18:50:00,2022-08-24 19:14:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
CU귀책(외부)
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24082330468,종료,네트워크설비운영관제,NW장비(MD-8F-26R12-KTE-RT-ASR9010-1)에서 InterfaceDown 이벤트 발생,,,,이상징후,2023-08-24 01:08:00,2023-08-24 01:08:00,환경원인,외부귀책,"[08/23]
01:06 유선NW 대외기관 백석KTIS 전용회선 Down
01:08  IT통합관제 확인 요청
01:10 이상징후 발생공지 요청
01:13 과천전송망 관제팀 장애원인 확인요청
01:15 일산KT 선로작업으로 확인
01:16 서비스점검
01:45 서비스점검 특이사항없음 확인
01:46 이상징후 발생 해소 공지 요청
01:53 이상징후 해소공지",Infra,네트워크,기타
INM24082330470,종료,KT AICC 공공지자체,서버(gc-prd-escsvc05)에서 CMS error 발생,,,,이상징후,2023-08-24 09:52:00,2023-08-24 10:07:00,환경원인,사용량 과부하,O 해당 인스턴스 재기동 조치,AP 운영,운용,환경
INM24082330472,종료,네트워크설비운영관제,분당/목동 - KT링커스 주/백업 회선 다운 이벤트 발생,,,,이상징후,2023-08-24 10:28:00,2023-08-24 10:28:00,환경원인,외부귀책,"10:26 분당/목동 - KT링커스 주/백업 회선 다운 이벤트 발생
10:29 IT통합관제 확인요청
10:31 전송실 확인요청
10:32 기관측 담당자 확인요청
10:33 이상징후 발생 공지 발송
10:37 서비스 담당자 확인요청
10:45 링커스 무선 단말 반납업무 연동 중단으로 바로 반납처리 변경, 영향도 없음 확인
10:55 기관측 담당자 기관측 rack 철거로 미사용 확인
11:00 이상징후 발생 해소 공지",Infra,네트워크,기타
INM24082330476,종료,KOS-CRM(B2C),제휴-CRM 서버(prdalcrmdb01) ICMP Ping 체크  불가 이벤트 발생,,,,이상징후,2023-08-24 18:02:00,2023-08-24 18:02:00,Infra원인,관제 오설정,서비스 중이 아닌 서버로 이상징후 공지 불필요한 서버였습니다.,Infra,서버,기타
INM24082430479,종료,KOS-Rater,데이터 무료가 소진되지 않았으나 QoS 속도제어 발생,개선가능,VOC접수,,요금사고,2020-08-24 21:25:00,2020-08-24 21:25:00,인적원인,연관도 파악 미흡,"2024-07-01 : KT 대외협력3팀 민원 접수
                      일시정지 후 해제 시 무료량 일할 처리에 대한 오류 답변
2024-08-01 : 추가 문의에 대한 기기변경시 발생하는 일시정지 부분에 대한 kait 이증 및 고객정보동의요청에 대한 상세 설명
2024-08-02 : Amdocs 솔루션 확인 요청
2024-08-13 : 재현불가 상황으로 테스트 지속 수행 및 이슈 회의 진행
2024-08-14 : Amdocs 재현 테스트 확인
2024-08-15 : kt ds  테스트, 검토 결과 GSU 와 SBT/EBT 는 직접적인 원인이 될 수 없으므로 재차 확인요청
2024-08-20 : kt 대외협력3팀으로 부터 의원식 요구자료 요청
                      Amdocs 재현 테스트 결과 원인 현상 최종 확인
2024-08-21 : 관련 오류에 대한 피해 고객 대상 추계 ('24.03~07 고객)
2024-08-23 : 요금 감면 금액산출 (데이터 무료잔여량 기반) 후 보고 (통합요금기획팀)
2024-08-26 : 요금 감면 금액 재 산출(QoS 사용량 기반)
2024-08-27 : 중복 대상 중복 감면 조치 결정 (통합요금기획팀)
                      빌링운영팀에 9월 청구분에 대한 할인 요청
2024-08-28 : 고객센터 공지용 자료 내용 공유",AP 개발,분석,내부 영향도
INM24082530481,종료,AI 통화비서,AI 통화비서 음성인식(STT) 미동작 현상 발생,개선가능,AO부서,,이상징후,2025-08-24 12:55:00,2025-08-24 13:12:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 12시 55분 서비스 이상징후 현상 인지
O 12시 57분 STT 담당자 호출
O 13시 05분 STT 원인 파악
O 13시 12분 STT 재기동
O 13시 35분 AI통화비서 서비스 정상 확인",AP 운영,운용,운용 오류
INM24082630487,종료,그룹교육포털,그룹교육포털 서버(c-lms-pk1-a05)에서 JBOSS 8080 PORT Listen 체크 및 ktlms_jboss11 프로세스 감시 발생,,,,이상징후,2026-08-24 13:31:00,2026-08-24 14:01:00,인적원인,업무 완결성 부족,"13:31 LMS(그룹교육포털 관리자 사이트) 이상징후 발생
          확인 결과 WAS 인스턴스 다운 발생
13:35 의심 가는 로직을 서버 로그상 확인하여 차단 조치
13:41 서버 재기동하여 서비스 정상 확인 및 이상징후 해소",AP 운영,운용,환경
INM24082630491,종료,와플,캠페인<와플<캠페인 수행 메뉴 진입 시 팝업창 백화 및 팝업 확인 버튼 미반응,개선불가,VOC접수,,이상징후,2026-08-24 16:38:00,2026-08-24 16:59:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 팝업 화면에서 백화현상이 발생하여 잠시 기다리면 화면을 종료 할 수 있기 때문에 기다린 후 처리하도록 안내함.",AP 개발,분석,내부 영향도
INM24082630492,종료,KOS-공통,KOS-외부연동GW gw서버(gweap01)에서 EB_BAT1시스템 로그용량 비정상 증가함,개선가능,AO부서,,이상징후,2026-08-24 17:19:00,2026-08-24 17:19:00,환경원인,사용량 과부하,운영자 업무모니터링간 발견하여 GW서버 내 EB_BAT1시스템 재기동 후 해소,AP 운영,운용,환경
INM24082730494,복구 및 처리,취약점진단,소스취약점진단 웹페이지(securecoding.kt.co.kr) 접속지연 이벤트 발생,,,,이상징후,2027-08-24 09:33:00,2027-08-24 09:35:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra,미들웨어,웹서버
INM24082730495,종료,KOS-CRM(B2B),메모 이력 변경 SR 처리과정에서 견적시스템 메모 전체 정보 Update로 해당 메모 정보가 동일하게 조회되는 현상 발생,개선불가,AO부서,,4등급,2027-08-24 09:00:00,2027-08-24 10:16:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 :
8.27 08:55	운영부서 서비스 점검 중 동일 메모 이력 확인
8.27 09:00	현상 및 영향도 파악 (작업 문제점 파악)
8.27 09:38	IT통합상황창 개설 및 상황보고
8.27 09:54	PO, PM, 사업부서 내용 공유(메일)
8.27 10:00	1차 데이터 복원 (복구 건수 406,112건/894,469건)
8.27 10:33	장애 발생/종료공지
8.27 15:45	아카이브 백업데이터 복구(Row 데이터)/고객인프라팀
8.28 00:20	대상테이블 복구 업데이트/B2B CRM팀
8.28 00:26	원복 시점 Gap에 따른 보정작업 및 데이터 정합성 확인/B2B CRM팀
O 조치 후 서비스 정상화 등 결과 포함
- 보정대상 테이블 : CB_QUOTA_BAS (견적기본테이블)
- 전체 보정 대상 건수 : 936,803건
- 보정 건수 : 936,802건 (1건은 정상 데이터)
- 보정 참조 데이터 : DB 아카이브 원복 데이터, 2024.7까지 연동데이터, 2024.1 백업 데이터
- 작업완료일시 : 2024-08-28 12:20
- 작업결과 : 정상",AP 운영,운용,운용 오류
INM24082730498,종료,cMIMO,cMIMO 분배 프로세스 이슈 발생,개선가능,AO부서,,이상징후,2027-08-24 11:53:00,2027-08-24 11:54:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 :
11:51 p-mi218-pk1-e06 서버 분배 모듈에 이슈 확인되어 프로세스 재기동
11:53 분배 프로세스 재기동 조치 후 정상화
12:13 p-mi218-pk1-e06 서버 후속 작업으로 프로세스 재기동
14:01 예약발송 시간이 null 값인데 승인처리 된 메시지가 있어 이슈 발생 된 것으로 확인 되어 해당 메시지ID 삭제 처리 및 모니터링

O 조치 후 서비스 정상화 등 결과 포함
  ENG 06번 재기동 후 분배 프로세스 정상 확인 및 서비스 점검 결과 특이사항 없음.

O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,운용 오류
INM24082730500,등록,케이티 커뮤니즈,게이트웨이 연동 UMS측  Redis메모리 과점유로 인한 재기동에 따른 영향,,,,이상징후,2027-08-24 17:27:00,2027-08-24 17:37:00,,,,,,
INM24082730501,종료,스마트녹취백업,비발디 서버(dt.kt.co.kr/fe/cont/health)외 2종 서비스 URL 접근 불가 이벤트 발생,,,,이상징후,2027-08-24 18:14:00,2027-08-24 18:23:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
 18:12 DMZ L4 IP ANY open 정책 차단 작업
 18:14 외부 WMON URL 접근불가 관제 발생 및 컨콜 개설
 18:15 이상징후 공지
 18:20 작업 원복
 18:23 서비스 점검 정상화 및 해소 공지

O 조치결과 : DMZ L4 IP ANY open 정책 차단 작업 원복하여 정상화",AP 운영,점검,환경
INM24082830502,종료,네트워크설비운영관제,목동 - 스마트파이브/서초 연동 전용회선 다운 발생,,,,이상징후,2028-08-24 03:47:00,2028-08-24 03:54:00,환경원인,외부귀책,"[08/28]
03:47 목동 - 스마트파이브/서초 연동 전용회선 다운 발생
03:50 IT 통합관제 확인요청
03:52 이상징후 발생 공지 발송 , 과천 망관제 센터 확인요청
03:55 서비스 담당자 서비스 확인요청
04:00 회선 이중화로 서비스 영향없음 , 서비스 담당자 확인시 서비스 특이사항 없음
04:02 트래픽 미사용 확인
04:06 이상징후 해소 공지 발송
04:12 양재국사 NPC 오류 확인
09:10 영동국사 장비 OS 업그레이드 작업 영향으로 확인",Infra,네트워크,기타
INM24082830504,종료,글로벌커넥티드카,글로벌커넥티드카 서버(L3-GTMGW01)에서 BT_MS1(네트워크에러/연결해지) 이벤트 발생,,,,이상징후,2028-08-24 08:25:00,2028-08-24 08:25:00,환경원인,외부귀책,"O 외부사(B사) 세션 끊긴 이후, 재접속(08:36) 하였으며 TMGW 정상 상태 확인
O 자동 해결 이후, 서비스 정상화/ 서비스 특이사항 없음",AP 운영,운용,환경
INM24082830507,종료,ERP,ERP 프로젝트 잔여예산 상이하게 보이는 현상 발생,개선가능,VOC접수,,이상징후,2028-08-24 10:52:00,2028-08-24 11:14:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
 - 10:52 : 사용자 VOC 접수
 - 10:53 : 원인 분석(재무DX개발팀)
 - 10:59 : 원인 확인 및 조치 방안 검토(재무DX개발팀)
 - 11:05 : 배치잡 재수행을 문제 해결(재무DX개발팀)
 - 11:12 : 배치잡 재수행후 원인 해결 확인(재무DX개발팀)
 - 11:14 : 사용자 OB 완료",AP 운영,점검,환경
INM24082830508,종료,위성보정정보,위성보정정보 서버(F3-CITSGMART-01)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2028-08-24 11:29:00,2028-08-24 11:29:00,Infra원인,Infra H/W결함,"11:29 F3-CITSGMART-01 ICMP Ping 체크 불가 이벤트 발생 (관제툴 : Looks)
11:33 상황창 개설
11:39 F3-CITSGMART-01 장비 재기동 진행 확인
11:44 서비스 점검 결과 현재 정상으로 확인 (위치안전플랫폼팀)
11:50 IO 점검 진행 및 캐시모듈 Fault 확인(플랫폼인프라팀)
11:53 서비스 영향도 : 서버 이중화로 서비스 영향 없음 확인 (위치안전플랫폼팀)
11:56 [완료]이상징후 해소 공지 발송",Infra,서버,기타
